,full_name,surname,far_right,years,country_name,epg_code,epg_names,national_party_id,national_party_name,national_party_family
1217,CANDAL Carlos,candal,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1218,CARRILHO Maria,carrilho,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1219,CASACA Paulo,casaca,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1220,COELHO Carlos,coelho,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1221,COSTA NEVES Carlos,costa,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1222,CUNHA Arlindo,cunha,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1223,DAMIÃO Elisa Maria,damião,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1224,FIGUEIREDO Ilda,figueiredo,0,1999-2004,Portugal,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",2102,Coligação Democrática Unitária / Partido Communista Português,Left
1225,GRAÇA MOURA Vasco,graça,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1226,LAGE Carlos,lage,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1227,MARINHO Luís,marinho,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1228,MARQUES Sérgio,marques,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1229,MIRANDA Joaquim,miranda,0,1999-2004,Portugal,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",2102,Coligação Democrática Unitária / Partido Communista Português,Left
1230,MOREIRA DA SILVA Jorge,moreira,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1231,PACHECO PEREIRA José,pacheco,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1232,QUEIRÓ Luís,queiró,1,1999-2004,Portugal,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",2101,Partido do Centro Democrático e Social / Partido do Centro Democrático e Social-Partido Popular,Con
1233,REIS Fernando,reis,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1234,RIBEIRO E CASTRO José,ribeiro,1,1999-2004,Portugal,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",2101,Partido do Centro Democrático e Social / Partido do Centro Democrático e Social-Partido Popular,Con
1235,SEGURO António José,seguro,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1236,SOARES Mário,soares,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1237,SOUSA PINTO Sérgio,sousa,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1238,TORRES MARQUES Helena,torres,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1239,VAIRINHOS Joaquim,vairinhos,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1240,PORTAS Paulo,portas,1,1999-2004,Portugal,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",2101,Partido do Centro Democrático e Social / Partido do Centro Democrático e Social-Partido Popular,Con
1241,BASTOS Regina,bastos,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1242,SANTOS Manuel António dos ,santos,0,1999-2004,Portugal,S,"['Socialist Group', 'Party of European Socialists']",2105,Partido Socialista,Soc
1243,PISCARRETA Joaquim,piscarreta,0,1999-2004,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
1244,AGAG LONGO Alejandro,agag,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1245,APARICIO SÁNCHEZ Pedro,aparicio,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1246,AVILÉS PEREA María Antonia,avilés,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1247,AYUSO GONZÁLEZ María del Pilar,ayuso,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1248,BARÓN CRESPO Enrique,barón,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1249,BAUTISTA OJEDA Carlos,bautista,0,1999-2004,Spain,V,"['Green Group', 'Greens/European Free Alliance']",1312,Partido Andalucista,Reg
1250,BERENGUER FUSTER Luis,berenguer,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1251,CAMISÓN ASENSIO Felipe,camisón,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1252,CARNERO GONZÁLEZ Carlos,carnero,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1253,CERCAS Alejandro,cercas,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1254,CERDEIRA MORTERERO Carmen,cerdeira,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1255,COLOM i NAVAL Joan,colom,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1315,Partit dels Socialistes de Catalunya,Soc
1256,DÍEZ GONZÁLEZ Rosa M.,díez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1257,DÜHRKOP DÜHRKOP Bárbara,dührkop,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1258,ESTEVE Pere,esteve,0,1999-2004,Spain,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1303,Convergència Democràtica Catalunya,Lib
1259,FERNÁNDEZ MARTÍN Fernando,fernández,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1260,FERRER Concepció,ferrer,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1318,Unió Democràtica de Catalunya,CDem
1261,FRAGA ESTEVEZ Carmen,fraga,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1262,GALEOTE QUECEDO Gerardo,galeote,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1263,GARCÍA-MARGALLO Y MARFIL José Manuel,garcía-margallo,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1264,GARCÍA-ORCOYEN TORMO Cristina,garcía-orcoyen,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1265,GARRIGA POLLEDO Salvador,garriga,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1266,GASOLIBA i BÖHM Carles-Alfred,gasoliba,0,1999-2004,Spain,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1303,Convergència Democràtica Catalunya,Lib
1267,GIL-ROBLES GIL-DELGADO José María,gil-robles,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1268,GONZÁLEZ ÁLVAREZ Laura,gonzález,0,1999-2004,Spain,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1311,Izquierda Unida / Izquierda Unida-Iniciativa per Catalunya,Left
1269,GOROSTIAGA ATXALANDABASO Koldo,gorostiaga,1,1999-2004,Spain,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1307,Herri Battasuna / Euskal Herritarrok,Reg
1270,GUTIÉRREZ-CORTINES Cristina,gutiérrez-cortines,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1271,HERNÁNDEZ MOLLAR Jorge Salvador,hernández,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1272,IZQUIERDO COLLADO Juan de Dios,izquierdo,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1273,IZQUIERDO ROJO María,izquierdo,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1274,JOVÉ PERES Salvador,jové,0,1999-2004,Spain,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1311,Izquierda Unida / Izquierda Unida-Iniciativa per Catalunya,Left
1275,KNÖRR BORRÀS Gorka,knörr,0,1999-2004,Spain,V,"['Green Group', 'Greens/European Free Alliance']",1306,Eusko Alkartasuna,Reg
1276,MARSET CAMPOS Pedro,marset,0,1999-2004,Spain,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1311,Izquierda Unida / Izquierda Unida-Iniciativa per Catalunya,Left
1277,MARTÍNEZ MARTÍNEZ Miguel Angel,martínez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1278,MEDINA ORTEGA Manuel,medina,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1279,MÉNDEZ DE VIGO Íñigo,méndez,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1280,MENDILUCE PEREIRO José María,mendiluce,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1281,MENÉNDEZ del VALLE Emilio,menéndez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1282,MIGUÉLEZ RAMOS Rosa,miguélez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1283,NARANJO ESCOBAR Juan Andrés,naranjo,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1284,NOGUEIRA ROMÁN Camilo,nogueira,0,1999-2004,Spain,V,"['Green Group', 'Greens/European Free Alliance']",1302,Bloque Nacionalista Gallego,Reg
1285,OBIOLS i GERMÀ Raimon,obiols,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1286,OJEDA SANZ Juan,ojeda,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1287,ORTUONDO LARREA Josu,ortuondo,0,1999-2004,Spain,V,"['Green Group', 'Greens/European Free Alliance']",1313,Partido Nacionalista Vasco,Reg
1288,PALACIO VALLELERSUNDI Ana,palacio,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1289,PÉREZ ÁLVAREZ Manuel,pérez,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1290,PÉREZ ROYO Fernando,pérez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1291,POMÉS RUIZ José Javier,pomés,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1292,PUERTA Alonso José,puerta,0,1999-2004,Spain,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1311,Izquierda Unida / Izquierda Unida-Iniciativa per Catalunya,Left
1293,REDONDO JIMÉNEZ Encarnación,redondo,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1294,RIDRUEJO Mónica,ridruejo,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1295,RIPOLL Y MARTÍNEZ DE BEDOYA Carlos,ripoll,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1296,RODRÍGUEZ RAMOS María,rodríguez,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1297,SALAFRANCA SÁNCHEZ-NEYRA José Ignacio,salafranca,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1298,SÁNCHEZ GARCÍA Isidoro,sánchez,0,1999-2004,Spain,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1305,Coalición Canaria,Reg
1299,SAUQUILLO PÉREZ DEL ARCO Francisca,sauquillo,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1300,SORNOSA MARTÍNEZ María,sornosa,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1301,TERRÓN i CUSÍ Anna,terrón,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1315,Partit dels Socialistes de Catalunya,Soc
1302,VALDIVIELSO DE CUÉ Jaime,valdivielso,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1303,VALENCIANO MARTÍNEZ-OROZCO María Elena,valenciano,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1304,VARELA SUANZES-CARPEGNA Daniel,varela,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1305,VIDAL-QUADRAS ROCA Alejo,vidal-quadras,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
1306,WESTENDORP Y CABEZA Carlos,westendorp,0,1999-2004,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
1307,ZABELL Theresa,zabell,0,1999-2004,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
